json,text,label,Prompt
"{'city': 'Анкастер', 'hotel': 'Home Inn Qingdao Jiaozhou South Fuzhou Road', 'date': '25-01-2024', 'guests': 4, 'days': 29}", Я хотел бы забронировать номер в отеле Home Inn Qingdao Jiaozhou South Fuzhou Road в Анкастере. Мы планируем заселяться 25-01-2024 года и будем проживать 29 дней. Мы четыре человека.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Home Inn Qingdao Jiaozhou South Fuzhou Road в Анкастере. Мы планируем заселяться 25-01-2024 года и будем проживать 29 дней. Мы четыре человека.
Ответ: {'city': 'Анкастер', 'hotel': 'Home Inn Qingdao Jiaozhou South Fuzhou Road', 'date': '25-01-2024', 'guests': 4, 'days': 29}"
"{'city': 'Лейден', 'hotel': 'Budget Inn Toledomaumee', 'date': '26-11-2023', 'guests': 4, 'days': 12}"," Здравствуйте, я хотел бы забронировать номер в Budget Inn Toledomaumee в Лейдене на 12 ночей, начиная с 26-го ноября 2023 года. Мне нужно 4 места. Пожалуйста, сообщите мне цену и способы оплаты. Спасибо.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, я хотел бы забронировать номер в Budget Inn Toledomaumee в Лейдене на 12 ночей, начиная с 26-го ноября 2023 года. Мне нужно 4 места. Пожалуйста, сообщите мне цену и способы оплаты. Спасибо.
Ответ: {'city': 'Лейден', 'hotel': 'Budget Inn Toledomaumee', 'date': '26-11-2023', 'guests': 4, 'days': 12}"
"{'city': 'Кантрисайд', 'hotel': 'Dancamps Holmsland', 'date': '18-03-2024', 'guests': 2, 'days': 29}"," Здравствуйте, мне нужно забронировать номер в отеле Dancamps Holmsland в Кантрисайде на 18-03-2024 на 29 дней для меня и моей сопутницы. Пожалуйста, дайте мне информацию о стоимости и способах оплаты.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, мне нужно забронировать номер в отеле Dancamps Holmsland в Кантрисайде на 18-03-2024 на 29 дней для меня и моей сопутницы. Пожалуйста, дайте мне информацию о стоимости и способах оплаты.
Ответ: {'city': 'Кантрисайд', 'hotel': 'Dancamps Holmsland', 'date': '18-03-2024', 'guests': 2, 'days': 29}"
"{'city': 'Постойна', 'hotel': 'Hotel Le Moulin de la Beune', 'date': '09-08-2024', 'guests': '', 'days': 25}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Hotel Le Moulin de la Beune в Постойне на 25 дней, начиная с 09-08-2024 года. Спасибо.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Hotel Le Moulin de la Beune в Постойне на 25 дней, начиная с 09-08-2024 года. Спасибо.""
Ответ: {'city': 'Постойна', 'hotel': 'Hotel Le Moulin de la Beune', 'date': '09-08-2024', 'guests': '', 'days': 25}"
"{'city': '', 'hotel': 'Polifemo', 'date': '05-04-2023', 'guests': 1, 'days': 12}"," Я хотел бы забронировать номер в отеле Polifemo на 12 ночей, начиная с 05-04-2023. Я буду один.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Polifemo на 12 ночей, начиная с 05-04-2023. Я буду один.
Ответ: {'city': '', 'hotel': 'Polifemo', 'date': '05-04-2023', 'guests': 1, 'days': 12}"
"{'city': 'Минстер', 'hotel': 'Geneva Motel', 'date': '18-09-2023', 'guests': 2, 'days': 27}"," Я хотел бы забронировать номер в Geneva Motel в Минстере на период с 18-09-2023 по 15-10-2023 для меня и моей супруги. Мы два человека. Пожалуйста, дайте мне цену и информацию о резервировании.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в Geneva Motel в Минстере на период с 18-09-2023 по 15-10-2023 для меня и моей супруги. Мы два человека. Пожалуйста, дайте мне цену и информацию о резервировании.
Ответ: {'city': 'Минстер', 'hotel': 'Geneva Motel', 'date': '18-09-2023', 'guests': 2, 'days': 27}"
"{'city': 'Горняцкий', 'hotel': 'OYO 6116 Sanjay International', 'date': '21-07-2023', 'guests': 1, 'days': 14}","
Я хочу забронировать номер в отеле OYO 6116 Sanjay International в Горняцком. Я буду прибывать 21-го июля 2023 года и планирую прожить 14 дней. Я один гость.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст: 
Я хочу забронировать номер в отеле OYO 6116 Sanjay International в Горняцком. Я буду прибывать 21-го июля 2023 года и планирую прожить 14 дней. Я один гость.
Ответ: {'city': 'Горняцкий', 'hotel': 'OYO 6116 Sanjay International', 'date': '21-07-2023', 'guests': 1, 'days': 14}"
"{'city': 'Красный Кут', 'hotel': 'Extended Stay America Houston Reliant Pk. Fannin St.', 'date': '21-04-2024', 'guests': 1, 'days': 15}", Я хотел бы забронировать номер в отеле Extended Stay America Houston Reliant Pk. Fannin St. в Красном Куте с 21-04-2024 по 06-05-2024 для одного гостя. Прошу подтвердить цену и доступность номера.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Extended Stay America Houston Reliant Pk. Fannin St. в Красном Куте с 21-04-2024 по 06-05-2024 для одного гостя. Прошу подтвердить цену и доступность номера.
Ответ: {'city': 'Красный Кут', 'hotel': 'Extended Stay America Houston Reliant Pk. Fannin St.', 'date': '21-04-2024', 'guests': 1, 'days': 15}"
"{'city': 'Леоминстер', 'hotel': 'Antonius Bed and Breakfast', 'date': '04-05-2024', 'guests': 2, 'days': 19}"," ""Здравствуйте, я хотел бы забронировать номер в Antonius Bed and Breakfast в Леоминстере с 04-05-2024 по 22-05-2024 для меня и моей жены.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в Antonius Bed and Breakfast в Леоминстере с 04-05-2024 по 22-05-2024 для меня и моей жены.""
Ответ: {'city': 'Леоминстер', 'hotel': 'Antonius Bed and Breakfast', 'date': '04-05-2024', 'guests': 2, 'days': 19}"
"{'city': 'Богучаны', 'hotel': 'Hilton Garden Inn Pittsburgh Cranberry', 'date': '04-12-2023', 'guests': 1, 'days': 4}"," Я хотел бы забронировать номер в Hilton Garden Inn Pittsburgh Cranberry на 4 дня с 04-12-2023 по 08-12-2023 для одного гостя. Пожалуйста, укажите цену и возможные условия.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в Hilton Garden Inn Pittsburgh Cranberry на 4 дня с 04-12-2023 по 08-12-2023 для одного гостя. Пожалуйста, укажите цену и возможные условия.
Ответ: {'city': 'Богучаны', 'hotel': 'Hilton Garden Inn Pittsburgh Cranberry', 'date': '04-12-2023', 'guests': 1, 'days': 4}"
"{'city': 'Лисбург', 'hotel': 'Ilmare Patong Place', 'date': '17-11-2023', 'guests': 1, 'days': 9}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Ilmare Patong Place в Лисбурге с 17-11-2023 по 26-11-2023 для себя (1 гость).""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Ilmare Patong Place в Лисбурге с 17-11-2023 по 26-11-2023 для себя (1 гость).""
Ответ: {'city': 'Лисбург', 'hotel': 'Ilmare Patong Place', 'date': '17-11-2023', 'guests': 1, 'days': 9}"
"{'city': '', 'hotel': 'Motel 6 Milwaukee West Brookfield', 'date': '13-09-2023', 'guests': '', 'days': 10}"," Я хочу забронировать номер в Motel 6 Milwaukee West Brookfield на период с 13-09-2023 по 22-09-2023. Пожалуйста, укажите цену и возможные дополнительные расходы.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хочу забронировать номер в Motel 6 Milwaukee West Brookfield на период с 13-09-2023 по 22-09-2023. Пожалуйста, укажите цену и возможные дополнительные расходы.
Ответ: {'city': '', 'hotel': 'Motel 6 Milwaukee West Brookfield', 'date': '13-09-2023', 'guests': '', 'days': 10}"
"{'city': 'Валенсия', 'hotel': 'Bass 980', 'date': '', 'guests': '', 'days': 9}"," *Привет, я хочу забронировать номер в Bass 980 в Валенсии на 9 дней. Может ли ты помочь мне с этим?*",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  *Привет, я хочу забронировать номер в Bass 980 в Валенсии на 9 дней. Может ли ты помочь мне с этим?*
Ответ: {'city': 'Валенсия', 'hotel': 'Bass 980', 'date': '', 'guests': '', 'days': 9}"
"{'city': '', 'hotel': 'Cloverdale Oaks Inn', 'date': '26-12-2024', 'guests': 2, 'days': 2}"," Я хотел бы забронировать номер в Cloverdale Oaks Inn, города ****, на период с 26-12-2024 по 28-12-2024 для меня и моей сопутствующей. Можете подтвердить доступность и предоставить цену для двух человек на два номера?",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в Cloverdale Oaks Inn, города ****, на период с 26-12-2024 по 28-12-2024 для меня и моей сопутствующей. Можете подтвердить доступность и предоставить цену для двух человек на два номера?
Ответ: {'city': '', 'hotel': 'Cloverdale Oaks Inn', 'date': '26-12-2024', 'guests': 2, 'days': 2}"
"{'city': 'Рютлинген', 'hotel': 'Arburis B & B Affittacamere', 'date': '', 'guests': '', 'days': 5}"," Здравствуйте, я хотел бы забронировать номер в вашем отеле Arburis B & B Affittacamere в Рютлингене на пять дней. Пожалуйста, укажите цену и возможные удобства номерa. Спасибо.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, я хотел бы забронировать номер в вашем отеле Arburis B & B Affittacamere в Рютлингене на пять дней. Пожалуйста, укажите цену и возможные удобства номерa. Спасибо.
Ответ: {'city': 'Рютлинген', 'hotel': 'Arburis B & B Affittacamere', 'date': '', 'guests': '', 'days': 5}"
"{'city': 'Прейли', 'hotel': 'Mercure Kangaroo Island Lodge', 'date': '26-08-2023', 'guests': '', 'days': ''}"," Здравствуйте, я хотел бы забронировать номер в отеле Mercure Kangaroo Island Lodge в Прейли 26-го августа 2023 года. Можете мне помочь с этим?",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, я хотел бы забронировать номер в отеле Mercure Kangaroo Island Lodge в Прейли 26-го августа 2023 года. Можете мне помочь с этим?
Ответ: {'city': 'Прейли', 'hotel': 'Mercure Kangaroo Island Lodge', 'date': '26-08-2023', 'guests': '', 'days': ''}"
"{'city': 'Красноборск', 'hotel': 'Hotel & Restaurant Christkindlwirt', 'date': '26-06-2023', 'guests': 4, 'days': 26}","
Я хотел бы забронировать номер в отеле Hotel & Restaurant Christkindlwirt в Красноборске на 26 дней, начиная с 26-06-2023 года. Мне нужно место для четырех гостей. Пожалуйста, укажите цену и возможные условия.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст: 
Я хотел бы забронировать номер в отеле Hotel & Restaurant Christkindlwirt в Красноборске на 26 дней, начиная с 26-06-2023 года. Мне нужно место для четырех гостей. Пожалуйста, укажите цену и возможные условия.
Ответ: {'city': 'Красноборск', 'hotel': 'Hotel & Restaurant Christkindlwirt', 'date': '26-06-2023', 'guests': 4, 'days': 26}"
"{'city': 'Колтон', 'hotel': 'B&B Serpentin', 'date': '04-10-2023', 'guests': 3, 'days': 2}","
```
Здравствуйте, я хотел бы забронировать номер в отеле B&B Serpentin в Колтоне с 04-10-2023 по 06-10-2023 для себя и двух гостей. Пожалуйста, подтвердите доступность номера и укажите стоимость.
```",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст: 
```
Здравствуйте, я хотел бы забронировать номер в отеле B&B Serpentin в Колтоне с 04-10-2023 по 06-10-2023 для себя и двух гостей. Пожалуйста, подтвердите доступность номера и укажите стоимость.
```
Ответ: {'city': 'Колтон', 'hotel': 'B&B Serpentin', 'date': '04-10-2023', 'guests': 3, 'days': 2}"
"{'city': 'Биг Рапидс', 'hotel': 'Esben Juhls Guest Room', 'date': '03-01-2023', 'guests': 1, 'days': 3}", Я хотел бы забронировать номер в отеле Esben Juhls Guest Room в Биг Рапидс с 03-01-2023 по 03-03-2023 на одного человека.,отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Esben Juhls Guest Room в Биг Рапидс с 03-01-2023 по 03-03-2023 на одного человека.
Ответ: {'city': 'Биг Рапидс', 'hotel': 'Esben Juhls Guest Room', 'date': '03-01-2023', 'guests': 1, 'days': 3}"
"{'city': 'Антополь', 'hotel': 'Princess Benoa Beach Resort', 'date': '', 'guests': 3, 'days': 18}"," Здравствуйте, я хотел бы забронировать номер в Princess Benoa Beach Resort в Антополе на 18 дней для себя и двух сопровождающих. Спасибо.",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Здравствуйте, я хотел бы забронировать номер в Princess Benoa Beach Resort в Антополе на 18 дней для себя и двух сопровождающих. Спасибо.
Ответ: {'city': 'Антополь', 'hotel': 'Princess Benoa Beach Resort', 'date': '', 'guests': 3, 'days': 18}"
"{'city': 'Бессемер', 'hotel': 'Kameyama Storia Hotel', 'date': '16-08-2024', 'guests': 3, 'days': 21}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Kameyama Storia Hotel в Бессемере с 16-08-2024 по 30-08-2024 для себя и двух сопутствующих лиц. Спасибо.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Kameyama Storia Hotel в Бессемере с 16-08-2024 по 30-08-2024 для себя и двух сопутствующих лиц. Спасибо.""
Ответ: {'city': 'Бессемер', 'hotel': 'Kameyama Storia Hotel', 'date': '16-08-2024', 'guests': 3, 'days': 21}"
"{'city': 'Нягань', 'hotel': 'Apartment Bichleregg', 'date': '27-05-2023', 'guests': '', 'days': 17}"," ""Здравствуйте, я хотел бы забронировать номер в отеле Apartment Bichleregg в Нягани на 27-05-2023 на продолжительность 17 дней. Можете мне подтвердить, что номер доступен и указать стоимость?""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в отеле Apartment Bichleregg в Нягани на 27-05-2023 на продолжительность 17 дней. Можете мне подтвердить, что номер доступен и указать стоимость?""
Ответ: {'city': 'Нягань', 'hotel': 'Apartment Bichleregg', 'date': '27-05-2023', 'guests': '', 'days': 17}"
"{'city': '', 'hotel': 'Brambly Hedge', 'date': '', 'guests': 3, 'days': ''}"," Я хотел бы забронировать номер в отеле Brambly Hedge на три ночи для себя и двух сопутствующих. Может ли ты подсказать, доступны ли такие номера и какова их стоимость?",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  Я хотел бы забронировать номер в отеле Brambly Hedge на три ночи для себя и двух сопутствующих. Может ли ты подсказать, доступны ли такие номера и какова их стоимость?
Ответ: {'city': '', 'hotel': 'Brambly Hedge', 'date': '', 'guests': 3, 'days': ''}"
"{'city': 'Косциян', 'hotel': 'Red Roof Parkersburg', 'date': '03-09-2023', 'guests': 3, 'days': 11}"," ""Здравствуйте, я хотел бы забронировать номер в Red Roof Parkersburg в Косцияне с 03-09-2023 по 14-09-2023 для себя и двух сопровождающих. Спасибо.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в Red Roof Parkersburg в Косцияне с 03-09-2023 по 14-09-2023 для себя и двух сопровождающих. Спасибо.""
Ответ: {'city': 'Косциян', 'hotel': 'Red Roof Parkersburg', 'date': '03-09-2023', 'guests': 3, 'days': 11}"
"{'city': 'Кущевская', 'hotel': 'The Moorhead Bed & Breakfast', 'date': '15-03-2023', 'guests': 2, 'days': 7}"," ""Здравствуйте, я хотел бы забронировать номер в The Moorhead Bed & Breakfast в Кущевской с 15-03-2023 по 21-03-2023 для меня и моей соплеменницы. Спасибо.""",отель,"Ты должен найти в тексте определенные атрибуты и сохранить их в формате JSON. Не используй комментарии.

Используй следующий шаблон:

Текст: сообщение пользователя в чате.
JSON: объект по всем стандартам JSON.
    - city
        Описание: город расположения отеля.
        Тип данных: str
    - hotel
        Описание: название отеля.
        Тип данных: str
    - date
        Описание: дата заселения в отель.
        Тип данных: date в формате day-month-year
    - guests
        Описание: количество гостей для проживания.
        Тип данных: int
    - days
        Описание: количество дней пребывания в отеле.
        Тип данных: int

Начинай!

Текст:  ""Здравствуйте, я хотел бы забронировать номер в The Moorhead Bed & Breakfast в Кущевской с 15-03-2023 по 21-03-2023 для меня и моей соплеменницы. Спасибо.""
Ответ: {'city': 'Кущевская', 'hotel': 'The Moorhead Bed & Breakfast', 'date': '15-03-2023', 'guests': 2, 'days': 7}"
